Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
1,NWF,House Show,21/03/1974,1974,Antonio Inoki (c) vs. Ernie Ladd,NWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,,2,"antonioinoki1, ernieladd1, , , , , , , ,"
3,PNW,House Show,05/12/1981,1981,Buddy Rose & Matt Borne vs. King Parsons & Rocky Johnson,Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"buddyrose1, mattborne1, icemankingparsons1, rockyjohnson1, , , , , ,"
2,PNW,House Show,28/11/1981,1981,Buddy Rose & Stan Stasiak (c) vs. King Parsons & Rocky Johnson,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"buddyrose1, stanstasiak1, icemankingparsons1, rockyjohnson1, , , , , ,"
2,PNW,House Show,07/11/1981,1981,Buddy Rose vs. King Parsons,Singles Match,,Link,S,2,"buddyrose1, icemankingparsons1, , , , , , , ,"
1,PNW,House Show,07/11/1981,1981,Rocky Johnson vs. Buddy Rose,Singles Match,,Link,S,2,"rockyjohnson1, buddyrose1, , , , , , , ,"
3,PNW,House Show,24/10/1981,1981,Buddy Rose vs. Steve Regal,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls No Disqualification,Mike Masters And Stan Stasiak Locked In A Shark Cage At Ringside Match,Link,S,2,"buddyrose1, steveregal1, , , , , , , ,"
2,PNW,House Show,17/10/1981,1981,Matt Borne & Steve Regal vs. Buddy Rose & Mike Masters,Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"mattborne1, steveregal1, buddyrose1, mikemasters1, , , , , ,"
2,PNW,House Show,03/10/1981,1981,Matt Borne & Steve Regal (c) vs. Buddy Rose & Stan Stasiak,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"mattborne1, steveregal1, buddyrose1, stanstasiak1, , , , , ,"
2,PNW,House Show,26/09/1981,1981,Matt Borne & Steve Regal vs. Buddy Rose & Kim Sung,Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"mattborne1, steveregal1, buddyrose1, kimsungho1, , , , , ,"
1,PNW,House Show,26/09/1981,1981,Chris Colt vs. Billy White Cloud,Singles Match,,Link,S,2,"chriscolt1, billywhitecloud1, , , , , , , ,"
3,PNW,House Show,19/09/1981,1981,"Buddy Rose, Kim Song & Stan Stasiak vs. King Parsons, Matt Borne & Steve Regal",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"buddyrose1, kimsungho1, stanstasiak1, icemankingparsons1, mattborne1, steveregal1, , , ,"
2,PNW,House Show,12/09/1981,1981,Chris Colt vs. Art Crews,Singles Match,,Link,S,2,"chriscolt1, artcrews1, , , , , , , ,"
2,PNW,House Show,12/09/1981,1981,Buddy Rose & Kim Sung vs. Brett Sawyer & Matt Borne,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"buddyrose1, kimsungho1, brettsawyer1, mattborne1, , , , , ,"
3,PNW,House Show,05/09/1981,1981,Chris Colt vs. Art Crews,Singles Match,,Link,S,2,"chriscolt1, artcrews1, , , , , , , ,"
1,PNW,House Show,15/08/1981,1981,Buddy Rose vs. Steve Regal,Non Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, steveregal1, , , , , , , ,"
2,PNW,House Show,18/07/1981,1981,The Destroyer vs. Buddy Rose,Best Two Out Of Three Falls Match,,Link,S,2,"cubanassassin1, buddyrose1, , , , , , , ,"
2,PNW,House Show,20/06/1981,1981,Roddy Piper & Steve Regal vs. Buddy Rose & Rip Oliver,Best Two Out Of Three Falls Texas Tornado Match,,Link,M,4,"roddypiper1, steveregal1, buddyrose1, ripoliver1, , , , , ,"
2,PNW,House Show,06/06/1981,1981,Matt Borne vs. Buddy Rose,Best Two Out Of Three Falls Match,These are the same match but one might give more pre and post match,Link,S,2,"mattborne1, buddyrose1, , , , , , , ,"
1,PNW,House Show,30/05/1981,1981,Buddy Rose vs. Tony Borne,Singles Match,,Link,S,2,"buddyrose1, tonyborne1, , , , , , , ,"
3,PNW,House Show,11/04/1981,1981,Buddy Rose (c) vs. Jay Youngblood,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, jayyoungblood1, , , , , , , ,"
2,PNW,House Show,07/03/1981,1981,The Destroyer vs. Jay Youngblood,Non Title Indian Strap Match,,Link,S,2,"cubanassassin1, jayyoungblood1, , , , , , , ,"
2,PNW,House Show,14/02/1981,1981,Jay Youngblood vs. Rip Oliver,Non Title Indian Strap Match,,Link,S,2,"jayyoungblood1, ripoliver1, , , , , , , ,"
4,PNW,House Show,03/01/1981,1981,Buddy Rose vs. Jay Youngblood,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls No Time Limit Match,Vacant,Link,S,2,"buddyrose1, jayyoungblood1, , , , , , , ,"
2,PNW,House Show,27/12/1980,1980,Buddy Rose (c) vs. Jay Youngblood,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, jayyoungblood1, , , , , , , ,"
2,PNW,House Show,13/12/1980,1980,"Cowboy Lang, Jonathan Boyd & Lone Eagle vs. Billy The Kid, Buddy Rose & Little Tokyo",Six Man Tag Team Match,,Link,M,6,"cowboylang1, jonathanboyd1, loneeagle1, billythekid1, buddyrose1, littletokyo1, , , ,"
3,PNW,House Show,15/11/1980,1980,Jay Youngblood & Joe Lightfoot (c) vs. Buddy Rose & Rip Oliver,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"jayyoungblood1, joelightfoot1, buddyrose1, ripoliver1, , , , , ,"
2,PNW,House Show,15/11/1980,1980,The Destroyer vs. Jonathan Boyd,Singles Match,,Link,S,2,"cubanassassin1, jonathanboyd1, , , , , , , ,"
2,PNW,House Show,11/11/1980,1980,Buddy Rose vs. Jonathan Boyd,Non Title Steel Cage Match,Special Referee: Jay Youngblood,Link,S,2,"buddyrose1, jonathanboyd1, , , , , , , ,"
2,PNW,House Show,08/11/1980,1980,Buddy Rose & Rip Oliver vs. Jay Youngblood & Joe Lightfoot,Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"buddyrose1, ripoliver1, jayyoungblood1, joelightfoot1, , , , , ,"
2,PNW,House Show,01/11/1980,1980,Jay Youngblood & Joe Lightfoot (c) vs. Fidel Cortez & Rip Oliver,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"jayyoungblood1, joelightfoot1, bobboucher1, ripoliver1, , , , , ,"
2,PNW,House Show,25/10/1980,1980,Buddy Rose vs. Jonathan Boyd,Non Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, jonathanboyd1, , , , , , , ,"
2,PNW,House Show,18/10/1980,1980,Fidel Cortez & Rip Oliver (c) vs. Jay Youngblood & Joe Lightfoot,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"bobboucher1, ripoliver1, jayyoungblood1, joelightfoot1, , , , , ,"
2,PNW,House Show,11/10/1980,1980,Buddy Rose vs. Jonathan Boyd,Non Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, jonathanboyd1, , , , , , , ,"
2,PNW,House Show,13/09/1980,1980,Roddy Piper (c) vs. Buddy Rose,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"roddypiper1, buddyrose1, , , , , , , ,"
2,PNW,House Show,23/08/1980,1980,Roddy Piper vs. Ed Wiskoski,Best Two Out Of Three Falls Match,,Link,S,2,"roddypiper1, coldebeers1, , , , , , , ,"
1,PNW,House Show,23/08/1980,1980,Buddy Rose vs. Mike Popovich,Singles Match,Special Referee: Dutch Savage,Link,S,2,"buddyrose1, mikepopovich1, , , , , , , ,"
3,PNW,House Show,09/08/1980,1980,Rick Martel (c) vs. Buddy Rose,NWA Pacific Northwest Heavyweight Title No Disqualification Best Two Out Of Three Falls Match,Special Referee: Dutch Savage,Link,S,2,"rickmartel1, buddyrose1, , , , , , , ,"
3,PNW,House Show,02/08/1980,1980,Rick Martel & Roddy Piper vs. Buddy Rose & Ed Wiskoski,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,Vacant,Link,M,4,"rickmartel1, roddypiper1, buddyrose1, coldebeers1, , , , , ,"
3,PNW,House Show,26/07/1980,1980,Roddy Piper vs. Jonathan Boyd,Singles Match,,Link,S,2,"roddypiper1, jonathanboyd1, , , , , , , ,"
2,PNW,House Show,19/07/1980,1980,"Buddy Rose, Ed Wiskoski & Fidel Cortez vs. The Sheepherders (Butch Miller & Luke Williams) & Jonathan Boyd",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"buddyrose1, coldebeers1, bobboucher1, bushwhackerbutch1, bushwhackerluke1, jonathanboyd1, , , ,"
1,PNW,House Show,19/07/1980,1980,Roddy Piper vs. Jesse Barr,Singles Match,,Link,S,2,"roddypiper1, jessebarr1, , , , , , , ,"
3,PNW,House Show,12/07/1980,1980,Rick Martel (c) vs. Ed Wiskoski,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"rickmartel1, coldebeers1, , , , , , , ,"
2,PNW,House Show,05/07/1980,1980,Buddy Rose & Ed Wiskoski vs. The Sheepherders (Butch Miller & Luke Williams),Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"buddyrose1, coldebeers1, bushwhackerbutch1, bushwhackerluke1, , , , , ,"
2,PNW,House Show,21/06/1980,1980,Roddy Piper vs. Rip Rogers,Singles Match,,Link,S,2,"roddypiper1, riprogers1, , , , , , , ,"
1,PNW,House Show,21/06/1980,1980,Butch Miller vs. Buddy Rose,Lumberjack Match,,Link,S,2,"bushwhackerbutch1, buddyrose1, , , , , , , ,"
2,PNW,House Show,07/06/1980,1980,Butch Miller vs. Buddy Rose,Best Two Out Of Three Falls Match,,Link,S,2,"bushwhackerbutch1, buddyrose1, , , , , , , ,"
3,PNW,House Show,31/05/1980,1980,The Sheepherders (Butch Miller & Luke Williams) (c) vs. Rick Martel & Roddy Piper,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"bushwhackerbutch1, bushwhackerluke1, rickmartel1, roddypiper1, , , , , ,"
3,PNW,House Show,24/05/1980,1980,"Buddy Rose & The Sheepherders (Butch Miller & Luke Williams) vs. Dutch Savage, Rick Martel & Roddy Piper",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"buddyrose1, bushwhackerbutch1, bushwhackerluke1, dutchsavage1, rickmartel1, roddypiper1, , , ,"
3,PNW,House Show,17/05/1980,1980,Rick Martel (c) vs. Buddy Rose,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"rickmartel1, buddyrose1, , , , , , , ,"
2,PNW,House Show,03/05/1980,1980,Rick Martel & Roddy Piper (c) vs. The Sheepherders (Butch Miller & Luke Williams),NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"rickmartel1, roddypiper1, bushwhackerbutch1, bushwhackerluke1, , , , , ,"
4,PNW,House Show,26/04/1980,1980,Rick Martel vs. Buddy Rose,Non Title Best Two Out Of Three Falls Match,,Link,S,2,"rickmartel1, buddyrose1, , , , , , , ,"
3,PNW,House Show,15/03/1980,1980,Rick Martel & Roddy Piper vs. The Sheepherders (Butch Miller & Luke Williams),Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"rickmartel1, roddypiper1, bushwhackerbutch1, bushwhackerluke1, , , , , ,"
2,PNW,House Show,01/03/1980,1980,Roddy Piper vs. Luke Williams,Hair Vs. Hair Match,,Link,S,2,"roddypiper1, bushwhackerluke1, , , , , , , ,"
2,PNW,House Show,16/02/1980,1980,Buddy Rose (c) vs. Frank Dusek,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, frankdusek1, , , , , , , ,"
3,PNW,House Show,26/01/1980,1980,The Sheepherders (Butch Miller & Luke Williams) (c) vs. Rick Martel & Roddy Piper,NWA Pacific Northwest Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"bushwhackerbutch1, bushwhackerluke1, rickmartel1, roddypiper1, , , , , ,"
2,PNW,House Show,19/01/1980,1980,Buddy Rose (c) vs. Stan Stasiak,NWA Pacific Northwest Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"buddyrose1, stanstasiak1, , , , , , , ,"
3,PNW,House Show,12/01/1980,1980,Harley Race (c) vs. Rick Martel,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"harleyrace1, rickmartel1, , , , , , , ,"
2,PNW,House Show,05/01/1980,1980,"Dutch Savage, Rick Martel, Roddy Piper & Stan Stasiak vs. The Sheepherders (Butch Miller & Luke Williams), Buddy Rose & Sam Oliver Bass",Best Two Out Of Three Falls Eight Man Tag Team Match,,Link,M,8,"dutchsavage1, rickmartel1, roddypiper1, stanstasiak1, bushwhackerbutch1, bushwhackerluke1, buddyrose1, ronbass1, ,"
2,SWCW,House Show,27/06/1981,1981,Nick Bockwinkel vs. Manny Fernandez,Singles Match,,,S,2,"nickbockwinkel1, mannyfernandez1, , , , , , , ,"
2,SWCW,House Show,27/06/1981,1981,Dory Funk Jr. vs. Dick Slater,Singles Match,,,S,2,"doryfunkjr1, dickslater1, , , , , , , ,"
3,SWCW,House Show,29/01/1980,1980,Tully Blanchard vs. Wahoo McDaniel,Singles Match,,,S,2,"tullyblanchard1, wahoomcdaniel1, , , , , , , ,"
3,UWA,House Show,13/04/1980,1980,Gran Hamada & Satoru Sayama vs. Babe Face & Perro Aguayo,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"granhamada1, tigermask1, babeface1, perroaguayo1, , , , , ,"
2,WCCW,Star Wars 1981,22/02/1981,1981,Mil Mascaras vs. Tim Brooks,Singles Match,,Link,S,2,"milmascaras1, killerbrooks1, , , , , , , ,"
2,WCCW,Star Wars 1981,22/02/1981,1981,Ali Mustafa & Hercules Ayala (c) vs. The Von Erichs (David von Erich & Kevin von Erich),NWA World Tag Team Title Match,,Link,M,4,"alimustafa1, herculesayala1, davidvonerich1, kevinvonerich1, , , , , ,"
2,WCCW,Star Wars 1981,22/02/1981,1981,Harley Race (c) vs. Kerry von Erich,NWA World Heavyweight Title Match,,Link,S,2,"harleyrace1, kerryvonerich1, , , , , , , ,"
1,WCCW,Star Wars 1981,22/02/1981,1981,Fritz von Erich vs. The Great Kabuki,No Disqualification Match,,Link,S,2,"fritzvonerich1, greatkabuki1, , , , , , , ,"
2,WWA,House Show,23/10/1972,1972,Baron von Raschke (c) vs. Andre The Giant,WWA World Heavyweight Title Match,,Link,S,2,"baronvonraschke1, andrethegiant1, , , , , , , , "
1,WWA,House Show,06/09/1980,1980,Dick The Bruiser (c) vs. Nick Bockwinkel,WWA World Heavyweight Title Match,,Link,S,2,"dickthebruiser1, nickbockwinkel1, , , , , , , ,"
3,WWC,House Show,11/08/1981,1981,Carlos Colon (c) vs. Abdullah The Butcher,WWC North American Heavyweight Title Match,,Link,S,2,"carloscolon1, abdullahthebutcher1, , , , , , , ,"
3,WWF,PRISM Network,12/12/1981,1981,Bob Backlund (c) vs. Greg Valentine,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, gregvalentine1, , , , , , , ,"
3,WWF,PRISM Network,12/12/1981,1981,"Andre The Giant & Tony Atlas vs. Captain Lou Albano, Mr. Fuji & Mr. Saito",Three On Two Handicap Match,,Link,M,5,"andrethegiant1, tonyatlas1, loualbano1, masasaito1, mrfuji1, , , , ,"
3,WWF,USA Network,29/11/1981,1981,Mr. Fuji & Mr. Saito (c) vs. Rick Martel & Tony Garea,WWF Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"mrfuji1, masasaito1, rickmartel1, tonygarea1, , , , , ,"
4,WWF,MSG Network,23/11/1981,1981,Bob Backlund vs. Greg Valentine,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, gregvalentine1, , , , , , , ,"
2,WWF,MSG Network,23/11/1981,1981,The Magnificent Muraco (c) vs. Pedro Morales,WWF Intercontinental Title Texas Death Match,,Link,S,2,"donmuraco1, pedromorales1, , , , , , , ,"
4,WWF,PRISM Network,14/11/1981,1981,Greg Valentine vs. Tony Garea,Singles Match,,Link,S,2,"gregvalentine1, tonygarea1, , , , , , , ,"
4,WWF,PRISM Network,14/11/1981,1981,Mr. Fuji & Mr. Saito (c) vs. SD Jones & Tony Atlas,WWF Tag Team Title Match,,Link,M,4,"mrfuji1, masasaito1, sdjones1, tonyatlas1, , , , , ,"
2,WWF,PRISM Network,14/11/1981,1981,Andre The Giant vs. Killer Khan,Stretcher Match,,Link,S,2,"andrethegiant1, killerkhan1, , , , , , , ,"
1,WWF,PRISM Network,14/11/1981,1981,Bob Backlund (c) vs. The Magnificent Muraco,WWF Heavyweight Title 90 Minute Time Limit Match,,Link,S,2,"bobbacklund1, donmuraco1, , , , , , , ,"
4,WWF,MSG Network,19/10/1981,1981,Bob Backlund (c) vs. Greg Valentine,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, gregvalentine1, , , , , , , ,"
3,WWF,MSG Network,19/10/1981,1981,Mr. Fuji & Mr. Saito (c) vs. Rick Martel & Tony Garea,WWF Tag Team Title Match,,Link,M,4,"mrfuji1, masasaito1, rickmartel1, tonygarea1, , , , , ,"
3,WWF,Championship Wrestling,17/10/1981,1981,Rick Martel & Tony Garea (c) vs. Mr. Fuji & Mr. Saito,WWF Tag Team Title Match,,Link,M,4,"rickmartel1, tonygarea1, mrfuji1, masasaito1, , , , , ,"
1,WWF,PRISM Network,17/10/1981,1981,Andre The Giant vs. Killer Khan,Singles Match,,Link,S,2,"andrethegiant1, killerkhan1, , , , , , , ,"
2,WWF,MSG Network,21/09/1981,1981,Bob Backlund (c) vs. The Magnificent Muraco,WWF Heavyweight Title Texas Death Match,,Link,S,2,"bobbacklund1, donmuraco1, , , , , , , ,"
4,WWF,PRISM Network,01/08/1981,1981,Pat Patterson vs. Sgt. Slaughter,Alley Fight,,Link,S,2,"patpatterson1, sgtslaughter1, , , , , , , ,"
2,WWF,PRISM Network,01/08/1981,1981,Bob Backlund (c) vs. Angelo Mosca,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, angelamosca1, , , , , , , ,"
2,WWF,Championship Wrestling,21/07/1981,1981,The Moondogs (Moondog Rex & Moondog Spot) (c) vs. Rick Martel & Tony Garea,WWF Tag Team Title Match,,Link,,4,"moondogrex1, moondogspot1, tonygarea1, rickmartel1, , , , , ,"
2,WWF,USA Network,27/06/1981,1981,"Andre The Giant, Rick Martel & Tony Garea vs. Captain Lou Albano & The Moondogs (Moondog Rex & Moondog Spot)",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"andrethegiant1, rickmartel1, tonygarea1, loualbano1, moondogrex1, moondogspot1, , , ,"
2,WWF,USA Network,27/06/1981,1981,Mil Mascaras vs. Sgt. Slaughter,Singles Match,,Link,S,2,"milmascaras1, sgtslaughter1, , , , , , , ,"
1,WWF,USA Network,27/06/1981,1981,Bob Backlund (c) vs. Angelo Mosca,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, angelamosca1, , , , , , , ,"
3,WWF,PRISM Network,20/06/1981,1981,Sgt. Slaughter vs. Rick McGraw,Singles Match,,Link,S,2,"sgtslaughter1, rickmcgraw1, , , , , , , ,"
2,WWF,PRISM Network,20/06/1981,1981,Bob Backlund (c) vs. George Steele,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, georgesteele1, , , , , , , ,"
1,WWF,PRISM Network,20/06/1981,1981,Pedro Morales (c) vs. The Magnificent Muraco,WWF Intercontinental Title Match,,Link,S,2,"pedromorales1, donmuraco1, , , , , , , ,"
2,WWF,MSG Network,08/06/1981,1981,The Magnificent Muraco vs. Rick Martel,Singles Match,,Link,S,2,"donmuraco1, rickmartel1, , , , , , , ,"
2,WWF,MSG Network,08/06/1981,1981,Pedro Morales (c) vs. Sgt. Slaughter,WWF Intercontinental Title Match,,Link,S,2,"pedromorales1, sgtslaughter1, , , , , , , ,"
1,WWF,MSG Network,08/06/1981,1981,Dusty Rhodes vs. Killer Khan,Singles Match,,Link,S,2,"dustyrhodes1, killerkhan1, , , , , , , ,"
1,WWF,MSG Network,08/06/1981,1981,Bob Backlund (c) vs. Angelo Mosca,WWF Heavyweight Title Match,Special Referee: Pat Patterson,Link,S,2,"bobbacklund1, angelamosca1, , , , , , , ,"
1,WWF,MSG Network,08/06/1981,1981,Tatsumi Fujinami & Yoshiaki Yatsu vs. The Moondogs (Moondog Rex & Moondog Spot),Non Title Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"tatsumifujinami1, yoshiakiyatsu1, moondogrex1, moondogspot1, , , , , ,"
4.25,WWF,MSG Network,04/05/1981,1981,Pat Patterson vs. Sgt. Slaughter,Alley Street Fight,,Link,S,2,"patpatterson1, sgtslaughter1, , , , , , , ,"
2,WWF,MSG Network,04/05/1981,1981,Bob Backlund (c) vs. Angelo Mosca,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, angelamosca1, , , , , , , ,"
2,WWF,MSG Network,04/05/1981,1981,"Gorilla Monsoon, Rick Martel & Tony Garea vs. Captain Lou Albano, Moondog Rex & Stan Hansen",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"gorillamonsoon1, rickmartel1, tonygarea1, loualbano1, moondogrex1, stanhansen1, , , ,"
3,WWF,PRISM Network,18/04/1981,1981,Moondog Rex & Sgt. Slaughter vs. Andre The Giant & Tony Garea,Tag Team Match,,Link,M,4,"moondogrex1, sgtslaughter1, andrethegiant1, tonygarea1, , , , , ,"
3,WWF,PRISM Network,18/04/1981,1981,Pat Patterson vs. Sgt. Slaughter,Special Grudge Match,,Link,S,2,"patpatterson1, sgtslaughter1, , , , , , , ,"
2,WWF,PRISM Network,18/04/1981,1981,Yoshiaki Yatsu vs. The Hangman,Singles Match,,Link,S,2,"yoshiakiyatsu1, hangman1, , , , , , , ,"
2,WWF,PRISM Network,18/04/1981,1981,Bob Backlund (c) vs. Killer Khan,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, killerkhan1, , , , , , , ,"
2,WWF,PRISM Network,18/04/1981,1981,Hulk Hogan vs. Tony Atlas,Singles Match,,Link,S,2,"hulkhogan1, tonyatlas1, , , , , , , ,"
3,WWF,MSG Network,06/04/1981,1981,Bob Backlund (c) vs. Stan Hansen,WWF Heavyweight Title Steel Cage Match,,Link,S,2,"bobbacklund1, stanhansen1, , , , , , , ,"
2,WWF,MSG Network,06/04/1981,1981,Pat Patterson vs. Sgt. Slaughter,Singles Match,,Link,S,2,"patpatterson1, sgtslaughter1, , , , , , , ,"
3,WWF,PRISM Network,21/03/1981,1981,Bob Backlund (c) vs. Sgt. Slaughter,WWF Heavyweight Title Steel Cage Match,,Link,S,2,"bobbacklund1, sgtslaughter1, , , , , , , ,"
3,WWF,PRISM Network,21/03/1981,1981,Hulk Hogan vs. Andre The Giant,Singles Match,,Link,S,2,"hulkhogan1, andrethegiant1, , , , , , , ,"
2,WWF,Championship Wrestling,17/03/1981,1981,Rick Martel & Tony Garea (c) vs. The Moondogs (Moondog King & Moondog Rex),WWF Tag Team Title Match,,Link,M,4,"rickmartel1, tonygarea1, moondogrex1, edwhite1, , , , , ,"
3,WWF,MSG Network,16/03/1981,1981,Bob Backlund (c) vs. Stan Hansen,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, stanhansen1, , , , , , , ,"
3,WWF,MSG Network,16/03/1981,1981,Sgt. Slaughter vs. Andre The Giant,Singles Match,,Link,S,2,"sgtslaughter1, andrethegiant1, , , , , , , ,"
2,WWF,MSG Network,16/03/1981,1981,Hulk Hogan vs. Tony Atlas,Singles Match,,Link,S,2,"hulkhogan1, tonyatlas1, , , , , , , ,"
3,WWF,MSG Network,16/02/1981,1981,Bob Backlund (c) vs. Stan Hansen,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, stanhansen1, , , , , , , ,"
2,WWF,MSG Network,16/02/1981,1981,Pedro Morales (c) vs. Sgt. Slaughter,WWF Intercontinental Title Match,,Link,S,2,"pedromorales1, sgtslaughter1, , , , , , , ,"
3,WWF,PRISM Network,14/02/1981,1981,Pedro Morales (c) vs. Stan Hansen,WWF Intercontinental Title Match,,Link,S,2,"pedromorales1, stanhansen1, , , , , , , ,"
3,WWF,PRISM Network,14/02/1981,1981,Bob Backlund (c) vs. Sgt. Slaughter,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, sgtslaughter1, , , , , , , ,"
2,WWF,PRISM Network,14/02/1981,1981,Hulk Hogan vs. Dominic DeNucci,Singles Match,,Link,S,2,"hulkhogan1, dominicdenucci1, , , , , , , ,"
2,WWF,PRISM Network,14/02/1981,1981,Rick Martel & Tony Garea (c) vs. The Moondogs (Moondog King & Moondog Rex),WWF Tag Team Title Texas Death Match (Special Referee: Gorilla Monsoon),,Link,M,4,"rickmartel1, tonygarea1, edwhite1, moondogrex1, , , , , ,"
4,WWF,House Show,10/01/1981,1981,Bob Backlund (c) vs. Sgt. Slaughter,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, sgtslaughter1, , , , , , , ,"
2,WWF,MSG Network,29/12/1980,1980,Bob Backlund (c) vs. Killer Khan,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, killerkhan1, , , , , , , ,"
2,WWF,MSG Network,29/12/1980,1980,Rick Martel & Tony Garea (c) vs. The Moondogs (Moondog King & Moondog Rex),WWF Tag Team Title Match,,Link,M,4,"rickmartel1, tonygarea1, edwhite1, moondogrex1, , , , , ,"
2,WWF,MSG Network,29/12/1980,1980,Ken Patera vs. Pat Patterson,Singles Match,,Link,S,2,"kenpatera1, patpatterson1, , , , , , , ,"
3,WWF,PRISM Network,13/12/1980,1980,Rick Martel & Tony Garea (c) vs. The Wild Samoans (Afa & Sika),WWF Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"rickmartel1, tonygarea1, afa1, sika1, , , , , ,"
2,WWF,PRISM Network,13/12/1980,1980,Sgt. Slaughter vs. Dominic DeNucci,Singles Match,,Link,S,2,"sgtslaughter1, dominicdenucci1, , , , , , , ,"
2,WWF,PRISM Network,13/12/1980,1980,Larry Zbyszko vs. Tony Atlas,Singles Match,,Link,S,2,"larryzbyszko1, tonyatlas1, , , , , , , ,"
2,WWF,PRISM Network,13/12/1980,1980,Pedro Morales (c) vs. Ernie Ladd,WWF Intercontinental Title Match,,Link,S,2,"pedromorales1, ernieladd1, , , , , , , ,"
2,WWF,PRISM Network,13/12/1980,1980,Bruno Sammartino vs. Ken Patera,Singles Match,,Link,S,2,"brunosammartino1, kenpatera1, , , , , , , ,"
3,WWF,PRISM Network,08/11/1980,1980,Bruno Sammartino vs. Ken Patera,Singles Match,,Link,S,2,"brunosammartino1, kenpatera1, , , , , , , ,"
3,WWF,PRISM Network,08/11/1980,1980,Bob Backlund (c) vs. Larry Zbyszko,WWF Heavyweight Title Match,Special Referee: Tony Atlas,Link,S,2,"bobbacklund1, larryzbyszko1, , , , , , , ,"
2,WWF,PRISM Network,08/11/1980,1980,The Wild Samoans (Afa & Sika) (c) vs. Rick Martel & Tony Garea,WWF Tag Team Title Match,,Link,M,4,"afa1, sika1, rickmartel1, tonygarea1, , , , , ,"
4,WWF,MSG Network,20/10/1980,1980,Ken Patera (c) vs. Pedro Morales,WWF Intercontinental Title Match,,Link,S,2,"kenpatera1, pedromorales1, , , , , , , ,"
3,WWF,MSG Network,20/10/1980,1980,Bob Backlund (c) vs. Sgt. Slaughter,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, sgtslaughter1, , , , , , , ,"
