Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
2,JP,World of Sport,04/12/1974,1974,Bruno Elrington vs. Tibor Szakacs,Singles Match,,,,2,"brunoelrington1, tiborszakacs1, , , , , , , ,"
2,JP,World of Sport,04/12/1974,1974,Johnny Czeslaw vs. Romany Riley,Singles Match,,,,2,"johnnyczeslaw1, romanyriley1, , , , , , , ,"
3,JP,World of Sport,20/11/1974,1974,Mick McManus vs. Alan Sarjeant,Singles Match,,,M,2,"mickmcmanus1, alansergeant1, , , , , , , ,"
3,JP,World of Sport,20/11/1974,1974,Les Kellett vs. Steve Haggerty,Singles Match,,,M,2,"leskellett1, stevehaggetty1, , , , , , , ,"
2,JP,World of Sport,20/11/1974,1974,Steve Veidor vs. Honeyboy Zimba,Singles Match,,,,2,"steveveidor1, honeyboyzimba1, , , , , , , ,"
2,JP,World of Sport,20/11/1974,1974,Pete Roberts vs. Amet Chong,Singles Match,,,,2,"peteroberts1, ametchong1, , , , , , , ,"
2,JP,World of Sport,20/11/1974,1974,Mike Marino vs. John Kowalski,Singles Match,,,,2,"mikemarino1, johnkowalski1, , , , , , , ,"
3,JP,World of Sport,07/11/1974,1974,Jim Breaks vs. John Naylor,Singles Match,,,S,2,"jimbreaks1, johnnaylor1, , , , , , , ,"
2,JP,World of Sport,07/11/1974,1974,Ray Steele vs. Pete Curry,Singles Match,,,,2,"raysteele1, petecurry1, , , , , , , ,"
3,JP,World of Sport,23/10/1974,1974,Bobby Barnes vs. Les Kellett,Singles Match,,,S,2,"leskellett1, bobbybarnes1, , , , , , , ,"
2,JP,World of Sport,23/10/1974,1974,Clive Myers vs. Kung Fu,Singles Match,,,,2,"clivemyers1, iangilmour1, , , , , , , ,"
3,JP,World of Sport,10/10/1974,1974,Steve Logan vs. Mike Marino,Catchweight Knockout Tournament Final Match,,,S,2,"mikemarino1, stevelogan1, , , , , , , ,"
2,JP,World of Sport,10/10/1974,1974,Clive Myers & Johnny Kwango vs. Pete Lapaque & Jon Lapaque,Tag Team Match,,,,4,"clivemyers1, johnnykwango1, petelapaque1, jonlapaque1, , , , , ,"
2,JP,World of Sport,10/10/1974,1974,Ray Steele vs. Romany Riley,Singles Match,,,,2,"raysteele1, romanyriley1, , , , , , , ,"
2,JP,World of Sport,10/10/1974,1974,Steve Veidor vs. Prince Kumali,Singles Match,,,,2,"steveveidor1, brutusmalumba1, , , , , , , ,"
1,JP,World of Sport,10/10/1974,1974,Mike Marino vs. Johnny Yearsley,Catchweight Knockout Tournament Semi Final Match,,,,2,"mikemarino1, johnnyyearsley1, , , , , , , ,"
1,JP,World of Sport,10/10/1974,1974,Steve Logan vs. Spencer Churchill,Catchweight Knockout Tournament Semi Final Match,,,,2,"stevelogan1, spencerchurchill1, , , , , , , ,"
2,JP,World of Sport,26/09/1974,1974,Mick McManus vs. Mick McMichael,Singles Match,,,,2,"mickmcmanus1, mickmcmichael1, , , , , , , ,"
2,JP,World of Sport,26/09/1974,1974,Johnny Czeslaw vs. Aki Mojo,Singles Match,,,,2,"johnnyczeslaw1, akimojo1, , , , , , , ,"
3,JP,World of Sport,15/08/1974,1974,Vic Faulkner vs. Leon Fortuna,Singles Match,,,S,2,"vicfaulkner1, leonfortuna1, , , , , , , ,"
3,JP,World of Sport,15/08/1974,1974,John Naylor vs. Zoltan Boscik,Singles Match,,,S,2,"johnnaylor1, zoltanboscik1, , , , , , , ,"
2,JP,World of Sport,15/08/1974,1974,Tibor Szakacs vs. Prince Kumali,Singles Match,,,S,2,"tiborszakacs1, brutusmalumba1, , , , , , , ,"
2,JP,World of Sport,15/08/1974,1974,Bert Royal vs. Steve Logan,Singles Match,,,,2,"bertroyal1, stevelogan1, , , , , , , ,"
3,JP,World of Sport,01/08/1974,1974,Les Kellett vs. Mel Stuart,Singles Match,,,S,2,"leskellett1, melstuart1, , , , , , , ,"
2,JP,World of Sport,01/08/1974,1974,Clayton Thomson vs. Majid Ackra,Singles Match,,,S,2,"claytonthomson1, majidackra1, , , , , , , ,"
2,JP,World of Sport,08/05/1974,1974,Les Kellett vs. Johnny South,Singles Match,,,S,2,"leskellett1, johnnysouth1, , , , , , , ,"
2,JP,World of Sport,08/05/1974,1974,Johnny Czeslaw vs. Caswell Martin,Singles Match,,,M,2,"johnnyczeslaw1, caswellmartin1, , , , , , , ,"
2,JP,World of Sport,08/05/1974,1974,Zoltan Boscik vs. Robby Baron,Singles Match,,,M,2,"zoltanboscik1, robbybaron1, , , , , , , ,"
3,JP,World of Sport,18/04/1974,1974,Terry Rudge vs. Tibor Szakacs,Singles Match,,,M,2,"terryrudge1, tiborszakacs1, , , , , , , ,"
2,JP,World of Sport,18/04/1974,1974,Steve Grey vs. Rajendra Singh,Singles Match,,,S,2,"stevegrey1, rajendrasingh1, , , , , , , ,"
2,JP,World of Sport,18/04/1974,1974,The Elite (Johnny Saint & Steve Best) vs. Mick McManus & Steve Logan,Tag Team Match,,,S,4,"johnnysaint1, stevebest1, mickmcmanus1, stevelogan1, , , , , ,"
2,JP,World of Sport,18/04/1974,1974,Clive Myers vs. Brian Maxine,Singles Match,,,S,2,"clivemyers1, brianmaxine1, , , , , , , ,"
3,JP,World of Sport,27/03/1974,1974,Steve Veidor vs. Bob Abbott,Singles Match,,,M,2,"steveveidor1, bobabbott1, , , , , , , ,"
3,JP,World of Sport,27/03/1974,1974,Ray Steele vs. Johnny South,Singles Match,,,M,2,"raysteele1, johnnysouth1, , , , , , , ,"
2,JP,World of Sport,27/03/1974,1974,Count Bartelli vs. Johnny Czeslaw,Singles Match,,,S,2,"johnnyczeslaw1, countbartelli1, , , , , , , ,"
3,JP,World of Sport,14/03/1974,1974,Les Kellett vs. Leon Arras,Singles Match,,,M,2,"leskellett1, leonarras1, , , , , , , ,"
2,JP,World of Sport,14/03/1974,1974,Mick McManus vs. Tony St. Clair,Singles Match,,,S,2,"mickmcmanus1, tonystclair1, , , , , , , ,"
2,JP,World of Sport,14/03/1974,1974,Mike Marino vs. Caswell Martin,Singles Match,,,S,2,"mikemarino1, caswellmartin1, , , , , , , ,"
3,JP,World of Sport,21/02/1974,1974,Brian Maxine vs. Mick McMichael,Singles Match,,,S,2,"brianmaxine1, mickmcmichael1, , , , , , , ,"
3,JP,World of Sport,21/02/1974,1974,Zoltan Boscik vs. Leon Fortuna,Singles Match,,,S,2,"zoltanboscik1, leonfortuna1, , , , , , , ,"
2,JP,World of Sport,21/02/1974,1974,Terry Rudge vs. Bas Riley,Singles Match,,,S,2,"terryrudge1, romanyriley1, , , , , , , ,"
2,JP,World of Sport,21/02/1974,1974,Kevin Conneely vs. Ivan Penzekoff,Singles Match,,,S,2,"kevinconneely1, ivanpenzekoff1, , , , , , , ,"
2,JP,World of Sport,21/02/1974,1974,Steve Veidor vs. Steve Haggetty,Singles Match,,,S,2,"steveveidor1, stevehaggetty1, , , , , , , ,"
2,JP,World of Sport,21/02/1974,1974,Steve Logan vs. Johnny Kincaid,Singles Match,,,M,2,"stevelogan1, johnnykincaid1, , , , , , , ,"
3,JP,World of Sport,13/12/1973,1973,Steve Grey vs. Jon Cortez,Singles Match,,,S,2,"stevegrey1, joncortez1, , , , , , , ,"
3,JP,World of Sport,13/12/1973,1973,Adrian Street vs. Mick McMichael,Singles Match,,,S,2,"adrianstreet1, mickmcmichael1, , , , , , , ,"
3,JP,World of Sport,13/12/1973,1973,Alan Sarjeant vs. Eddie Capelli,Singles Match,,,S,2,"alansergeant1, eddiecapelli1, , , , , , , ,"
3,JP,World of Sport,08/11/1973,1973,Robby Baron vs. Alan Sergeant,Singles Match,,,S,2,"robbybaron1, alansergeant1, , , , , , , ,"
3,JP,World of Sport,25/09/1973,1973,Adrian Street vs. Dave Barrie,Singles Match,,,S,2,"adrianstreet1, davebarrie1, , , , , , , ,"
2,JP,World of Sport,25/09/1973,1973,Les Kellett vs. Bobby Barnes,Singles Match,,,S,2,"leskellett1, bobbybarnes1, , , , , , , ,"
3,JP,World of Sport,06/06/1973,1973,Alan Serjeant vs. Clayton Thomson,Singles Match,,,S,2,"alansergeant1, claytonthomson1, , , , , , , ,"
2,JP,World of Sport,06/06/1973,1973,Steve Veidor vs. Lee Sharron,Singles Match,,,S,2,"steveveidor1, leesharron1, , , , , , , ,"
4,JP,World of Sport,03/05/1973,1973,Jim Breaks (c) vs. Johnny Saint,British Lightweight Title Match,,,S,2,"jimbreaks1, johnnysaint1, , , , , , , ,"
2,JP,World of Sport,03/05/1973,1973,Mick McManus & Steve Logan vs. The Barons (Ian Gilmour & Jeff Kaye),Tag Team Match,,,M,4,"mickmcmanus1, stevelogan1, iangilmour1, jeffkaye1, , , , , ,"
2,JP,World of Sport,03/05/1973,1973,Jackie Pallo vs. Johnny Kwango,Singles Match,,,S,2,"jackiepallo1, johnnykwango1, , , , , , , ,"
2,JP,World of Sport,03/05/1973,1973,Wayne Bridges vs. Steve Veidor,Singles Match,,,S,2,"waynebridges1, steveveidor1, , , , , , , ,"
2,JP,World of Sport,04/04/1973,1973,Clive Myers vs. Brian Maxine,Singles Match,,,S,2,"clivemyers1, brianmaxine1, , , , , , , ,"
2,JP,World of Sport,04/04/1973,1973,Kevin Conneely vs. Johnny Kwango,Singles Match,,,S,2,"kevinconneely1, johnnykwango1, , , , , , , ,"
2,JP,World of Sport,04/04/1973,1973,Pete Roberts vs. Caswell Martin,Singles Match,,,S,2,"peteroberts1, caswellmartin1, , , , , , , ,"
4,JP,World of Sport,14/03/1973,1973,Jim Breaks vs. Johnny Saint,Singles Match,,,S,2,"jimbreaks1, johnnysaint1, , , , , , , ,"
2,JP,World of Sport,14/03/1973,1973,Tony St. Clair vs. Bob Abbott,Singles Match,,,S,2,"tonystclair1, bobabbott1, , , , , , , ,"
2,JP,World of Sport,02/01/1973,1973,John Naylor vs. Jacky Richard,Singles Match,,,S,2,"johnnaylor1, jackyrichard1, , , , , , , ,"
4.25,JP,World of Sport,02/12/1972,1972,Jim Breaks vs. Zoltan Boscik,Singles Match,,,S,2,"jimbreaks1, zoltanboscik1, , , , , , , , "
3,JP,World of Sport,02/12/1972,1972,Terry Rudge vs. Ray Steele,Singles Match,,,S,2,"terryrudge1, raysteele1, , , , , , , , "
3,JP,World of Sport,02/12/1972,1972,The Elites (Johnny Saint & Steve Best) vs. The Barons (Jeff Kaye & Ian Gilmour),Tag Team Match,,,M,4,"johnnysaint1, stevebest1, jeffkaye1, iangilmour1, , , , , , "
3,JP,World of Sport,01/12/1972,1972,Clay Thomson vs. Reg Trood,Singles Match,Month Only,,S,2,"claytonthomson1, regtrood1, , , , , , , ,"
3,JP,World of Sport,01/12/1972,1972,Les Kellett vs. Johnny South,Singles Match,Month Only,,S,2,"leskellett1, johnnysouth1, , , , , , , , "
3,JP,World of Sport,01/12/1972,1972,Jim Moser vs. Steve Veidor,Singles Match,Month Only,,S,2,"jimmoser1, steveveidor1, , , , , , , , "
3,JP,World of Sport,16/11/1972,1972,Les Kellett vs. Johnny Czeslaw,Singles Match,,,S,2,"leskellett1, johnnyczeslaw1, , , , , , , , "
2,JP,World of Sport,16/11/1972,1972,Steve Veidor vs. Tony Charles,Singles Match,,,S,2,"steveveidor1, tonycharles1, , , , , , , , "
2,JP,World of Sport,16/11/1972,1972,Sid Cooper vs. Dave Barrie,Singles Match,,,S,2,"sidcooper1, davebarrie1, , , , , , , , "
2,JP,World of Sport,03/10/1972,1972,Brian Maxine vs. Reg Trood,Singles Match,,,S,2,"brianmaxine1, regtrood1, , , , , , , , "
4,JP,World of Sport,28/06/1972,1972,Vic Faulkner vs. Mick McMichael,Singles Match,,,S,2,"vicfaulkner1, mickmcmichael1, , , , , , , , "
3,JP,World of Sport,28/06/1972,1972,Jim Breaks vs. Steve Best,Singles Match,,,S,2,"jimbreaks1, stevebest1, , , , , , , , "
3,JP,World of Sport,19/04/1972,1972,The Hornets (Marty Jones & Dane Curtis) vs. The Danger Men (Colin Joynson & Steve Haggetty),Tag Team Match,,,M,4,"martyjones1, danecurtis1, colinjoynson1, stevehaggetty1, , , , , , "
2,JP,World of Sport,19/04/1972,1972,Tibor Szakacs vs. Jack Fallon,Singles Match,,,S,2,"tiborszakacs1, jackfallon1, , , , , , , , "
3,JP,World of Sport,22/03/1972,1972,Johnny Kincaid vs. Peter Rann,Singles Match,,,S,2,"johnnykincaid1, peterrann1, , , , , , , , "
3,JP,World of Sport,22/03/1972,1972,Mick McMichael vs. Bobby Barnes,Singles Match,,,S,2,"mickmcmichael1, bobbybarnes1, , , , , , , , "
2,JP,World of Sport,22/03/1972,1972,Tibor Szakacs vs. Pete Stewart,Singles Match,,,S,2,"tiborszakacs1, peterstewart1, , , , , , , , "
4.25,JP,World of Sport,12/02/1972,1972,Jim Breaks vs. Adrian Street,Singles Match,,,S,2,"jimbreaks1, adrianstreet1, , , , , , , , "
3,JP,World of Sport,12/02/1972,1972,Terry Rudge vs. Les Thornton,Singles Match,,,S,2,"terryrudge1, lesthornton1, , , , , , , , "
3,JP,World of Sport,12/02/1972,1972,Brian Maxine vs. Steve Wright,Singles Match,,,S,2,"brianmaxine1, stevewright1, , , , , , , , "
3,JP,World of Sport,09/02/1972,1972,Tony Charles vs. Masambula,Singles Match,,,S,2,"tonycharles1, masambula1, , , , , , , , "
3,JP,World of Sport,09/02/1972,1972,The Barons (Jeff Kaye & Ian Gilmour) vs. The Jet Set (Jon Cortez & Al Miquet),Tag Team Match,,,M,4,"jeffkaye1, iangilmour1, joncortez1, alanmiquet1, , , , , , "
2,JP,World of Sport,05/01/1972,1972,Tony Charles vs. Terry Rudge,Singles Match,,,S,2,"tonycharles1, terryrudge1, , , , , , , , "
1,JP,World of Sport,05/01/1972,1972,Johnny Kwango vs. Al Dennison,Singles Match,,,S,2,"johnnykwango1, alandennison1, , , , , , , ,"
3,JP,World of Sport,29/11/1971,1971,The Royals (Bert Royal & Vic Faulkner) vs The Saints (Roy St. Clair & Tony St. Clair),Tag Team Match,,,M,4,"vicfaulkner1, bertroyal1, roystclair1, tonystclair1, , , , , ,"
2,JP,World of Sport,29/11/1971,1971,Ray Steele vs. Larry Coulton,Singles Match,,,S,2,"raysteele1, larrycoulton1, , , , , , , ,"
4,JP,World of Sport,14/04/1971,1971,Zoltan Boscik vs. Jon Cortez,Singles Match,,,S,2,"zoltanboscik1, joncortez1, , , , , , , ,"
3,JP,World of Sport,27/06/1970,1970,Jim Moser vs. Steve Veidor,Singles Match,,,S,2,"jimmoser1, steveveidor1, , , , , , , ,"
2,JP,World of Sport,10/06/1970,1970,Mick McManus vs. Johnny Saint,Singles Match,,,S,2,"mickmcmanus1, johnnysaint1, , , , , , , , "
2,JP,World of Sport,02/06/1970,1970,Jackie Pallo vs. Ian Gilmour,Singles Match,,,S,2,"jackiepallo1, iangilmour1, , , , , , , ,"
2,JP,World of Sport,02/06/1970,1970,Ray Steele vs. Leon Arras,Singles Match,,,S,2,"raysteele1, leonarras1, , , , , , , ,"
2,JP,World of Sport,02/06/1970,1970,The Royals (Bert Royal & Vic Faulkner) vs. Honeyboy Zimba & Masambula,Tag Team Match,,,M,4,"bertroyal1, vicfaulkner1, honeyboyzimba1, masambula1, , , , , ,"
2,JWA,Golden Series I - Day 8,01/06/1972,1972,Masa Saito & Seiji Sakaguchi vs. King Krow & Mil Mascaras,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"masasaito1, seijisakaguchi1, kingkrow1, milmascaras1, , , , , , "
3,JWA,Golden Series I - Day 6,29/05/1972,1972,Johnny Valentine & King Krow vs. Kintaro Oki & Michiaki Yoshimura,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"johnnyvalentine1, kingkrow1, kintarooki1, michiakiyoshimura1, , , , , , "
2,JWA,Golden Series I - Day 4,27/05/1972,1972,Bobby Duncum vs. Kintaro Oki,Singles Match,,Link,S,2,"bobbyduncum1, kintarooki1, , , , , , , , "
3,JWA,World Champion Series - Day 17,12/12/1971,1971,Dick Murdoch & Dory Funk Jr. vs. Michiaki Yoshimura & Seiji Sakaguchi,All Asia Tag Team Title Best Two Out Of Three Falls Match,Vacant,Link,M,4,"dickmurdoch1, doryfunkjr1, michiakiyoshimura1, seijisakaguchi1, , , , , ,"
4,JWA,World Champion Series - Day 15,09/12/1971,1971,Dory Funk Jr. (c) vs. Seiji Sakaguchi,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"doryfunkjr1, seijisakaguchi1, , , , , , , ,"
2,JWA,World Champion Series - Day 12,04/12/1971,1971,Antonio Inoki (c) vs. Dick Murdoch,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"antonioinoki1, dickmurdoch1, , , , , , , ,"
3,JWA,Summer Mystery Series - Day 12,04/09/1971,1971,Giant Baba (c) vs. Fritz von Erich,NWA International Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, fritzvonerich1, , , , , , , ,"
4,JWA,Summer Big Series - Day 12,05/08/1971,1971,Antonio Inoki (c) vs. Jack Brisco,NWA United National Title Best Two Out Of Three Falls Match,,Link,S,2,"antonioinoki1, jackbrisco1, , , , , , , ,"
2,JWA,The 13th Annual World League - Day 40,19/05/1971,1971,Antonio Inoki vs. The Destroyer,World League 1971 Semi Final Match,,Link,S,2,"antonioinoki1, destroyer1, , , , , , , ,"
2,JWA,The 13th Annual World League - Day 40,19/05/1971,1971,Abdullah The Butcher vs. Giant Baba,World League 1971 Final Match,,Link,S,2,"abdullahthebutcher1, giantbaba1, , , , , , , ,"
3,JWA,Dynamic Big Series - Day 8,02/03/1971,1971,B-I Cannon (Antonio Inoki & Giant Baba) (c) vs. Mil Mascaras & Spiros Arion,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"antonioinoki1, giantbaba1, milmascaras1, spirosarion1, , , , , ,"
2,JWA,International Champion Series - Day 10,03/12/1970,1970,Giant Baba (c) vs. Gene Kiniski,NWA International Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, genekiniski1, , , , , , , ,"
3,JWA,International Champion Series - Day 8,01/12/1970,1970,B-I Cannon (Antonio Inoki & Giant Baba) (c) vs. Gene Kiniski & Johnny Valentine,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"antonioinoki1, giantbaba1, genekiniski1, johnnyvalentine1, , , , , ,"
3,JWA,NWA World Champion Series - Day 6,02/08/1970,1970,Dory Funk Jr. (c) vs. Antonio Inoki,NWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"doryfunkjr1, antonioinoki1, , , , , , , ,"
3,JWA,Dynamic Series And Iron Claw Series - Day 9,03/03/1970,1970,"Antonio Inoki, Kintaro Oki & Mitsu Hirai vs. Jim Osborne, Phil Robley & Prince Iaukea",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"antonioinoki1, kintarooki1, mitsuhirai1, redosbourne1, buckrobley1, curtisiaukea1, , , ,"
2,JWA,Dynamic Series And Iron Claw Series - Day 9,03/03/1970,1970,Giant Baba (c) vs. Fritz von Erich,NWA International Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"giantbaba1, fritzvonerich1, , , , , , , ,"
3,MACW,House Show,17/10/1981,1981,Roddy Piper vs. Jay Youngblood,Singles Match,,Link,S,2,"roddypiper1, jayyoungblood1, , , , , , , ,"
3,MACW,House Show,15/08/1980,1980,Jimmy Snuka & Ray Stevens (c) vs. Jay Youngblood & Ricky Steamboat,NWA World Tag Team Title Match,,,M,4,"jimmysnuka1, raystevens1, jayyoungblood1, rickysteamboat1, , , , , ,"
2,Mid-Pacific,House Show,20/09/1972,1972,Giant Baba vs. The Sheik,Singles Match,,Link,S,2,"giantbaba1, sheik1, , , , , , , , "
2,MLW,House Show,04/10/1981,1981,Sgt. Slaughter (c) vs. Jay Youngblood,NWA United States Heavyweight Title Match,,Link,S,2,"sgtslaughter1, jayyoungblood1, , , , , , , ,"
3,MLW,House Show,04/05/1981,1981,Jimmy Snuka & Roddy Piper vs. Dewey Robertson & Ric Flair,No Disqualification Tag Team Match,,Link,M,4,"jimmysnuka1, roddypiper1, missinglink1, ricflair1, , , , , ,"
3,MLW,House Show,18/10/1980,1980,Greg Valentine (c) vs. Ric Flair,NWA United States Heavyweight Title Match,,Link,S,2,"gregvalentine1, ricflair1, , , , , , , ,"
3,MLW,House Show,06/09/1980,1980,Great Hussein Arab & Greg Valentine vs. Angelo Mosca & Ric Flair,Tag Team Match,,Link,M,4,"ironsheik1, gregvalentine1, angelamosca1, ricflair1, , , , , ,"
4.25,MLW,House Show,29/06/1980,1980,Jimmy Snuka & Ray Stevens (c) vs. Jay Youngblood & Ricky Steamboat,NWA World Tag Team Title Match,,Link,M,4,"jimmysnuka1, raystevens1, jayyoungblood1, rickysteamboat1, , , , , ,"
2,MSW,Mid-South Wrestling TV #119,19/12/1981,1981,Bob Roop vs. Mike George,Singles Match,,Link,S,2,"bobroop1, mikegeorge1, , , , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 21,10/12/1981,1981,Antonio Inoki & Tatsumi Fujinami vs. Dick Murdoch & Stan Hansen,MSG Tag League 1981 Semi Final Match,,Link,M,4,"antonioinoki1, tatsumifujinami1, dickmurdoch1, stanhansen1, , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 21,10/12/1981,1981,Andre The Giant & Rene Goulet vs. Antonio Inoki & Tatsumi Fujinami,MSG Tag League 1981 Final Match,,Link,M,4,"andrethegiant1, renegoulet1, antonioinoki1, tatsumifujinami1, , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 19,08/12/1981,1981,Roland Bock & Stan Hansen vs. Antonio Inoki & Tatsumi Fujinami,Tag Team Match,,Link,M,4,"rolandbock1, stanhansen1, antonioinoki1, tatsumifujinami1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 19,08/12/1981,1981,Tiger Mask vs. El Canek,Singles Match,,Link,S,2,"tigermask1, elcanek1, , , , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 19,08/12/1981,1981,Rusher Kimura & Tiger Toguchi vs. The Texas Outlaws (Dick Murdoch & Dusty Rhodes),Tag Team Match,,Link,M,4,"rusherkimura1, kimduk1, dickmurdoch1, dustyrhodes1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 19,08/12/1981,1981,Andre The Giant vs. Killer Khan,Singles Match,,Link,S,2,"andrethegiant1, killerkhan1, , , , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 15,04/12/1981,1981,Kengo Kimura & Yoshiaki Yatsu vs. The Texas Outlaws (Dick Murdoch & Dusty Rhodes),Tag Team Match,,Link,M,4,"kengokimura1, yoshiakiyatsu1, dickmurdoch1, dustyrhodes1, , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 15,04/12/1981,1981,Andre The Giant & Rene Goulet vs. Killer Khan & Tiger Toguchi,MSG Tag League 1981 Match,,Link,M,4,"andrethegiant1, renegoulet1, killerkhan1, kimduk1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 12,01/12/1981,1981,Tatsumi Fujinami & Tiger Mask vs. El Canek & Super Maquina,Tag Team Match,,Link,M,4,"tatsumifujinami1, tigermask1, elcanek1, josetorres1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 12,01/12/1981,1981,Stan Hansen vs. Killer Khan,Singles Match,,Link,S,2,"stanhansen1, killerkhan1, , , , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 12,01/12/1981,1981,Andre The Giant vs. Tiger Toguchi,Singles Match,,Link,S,2,"andrethegiant1, kimduk1, , , , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 12,01/12/1981,1981,Hulk Hogan vs. Antonio Inoki,Singles Match,,Link,S,2,"antonioinoki1, hulkhogan1, , , , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 8,27/11/1981,1981,Riki Choshu & Yoshiaki Yatsu vs. El Canek & Super Maquina,MSG Tag League 1981 Match,,Link,M,4,"rikichoshu1, yoshiakiyatsu1, elcanek1, josetorres1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 8,27/11/1981,1981,Andre The Giant & Rene Goulet vs. Dick Murdoch & Stan Hansen,MSG Tag League 1981 Match,,Link,M,4,"andrethegiant1, renegoulet1, dickmurdoch1, stanhansen1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 8,27/11/1981,1981,Antonio Inoki & Tatsumi Fujinami vs. Killer Khan & Tiger Toguchi,MSG Tag League 1981 Match,,Link,M,4,"antonioinoki1, tatsumifujinami1, killerkhan1, kimduk1, , , , , ,"
3,NJPW,2nd Madison Square Garden Tag League - Day 2,20/11/1981,1981,Andre The Giant & Rene Goulet vs. Antonio Inoki & Tatsumi Fujinami,MSG Tag League 1981 Match,,Link,M,4,"andrethegiant1, renegoulet1, antonioinoki1, tatsumifujinami1, , , , , ,"
2,NJPW,2nd Madison Square Garden Tag League - Day 2,20/11/1981,1981,Killer Khan & Tiger Toguchi vs. Dick Murdoch & Stan Hansen,MSG Tag League 1981 Match,,Link,M,4,"killerkhan1, kimduk1, dickmurdoch1, stanhansen1, , , , , ,"
4,NJPW,Toukon Series 1981 - Day 24,05/11/1981,1981,Tiger Mask vs. Gran Hamada,Singles Match,,Link,S,2,"tigermask1, granhamada1, , , , , , , ,"
3,NJPW,Toukon Series 1981 - Day 24,05/11/1981,1981,Tatsumi Fujinami vs. Animal Hamaguchi,Singles Match,,Link,S,2,"tatsumifujinami1, animalhamaguchi1, , , , , , , ,"
3,NJPW,Toukon Series 1981 - Day 24,05/11/1981,1981,Antonio Inoki vs. Rusher Kimura,Lumberjack Match,,Link,S,2,"antonioinoki1, rusherkimura1, , , , , , , ,"
2,NJPW,Toukon Series 1981 - Day 24,05/11/1981,1981,Abdullah The Butcher vs. Dino Bravo,Singles Match,,Link,S,2,"abdullahthebutcher1, dinobravo1, , , , , , , ,"
4,NJPW,Toukon Series 1981 - Day 19,30/10/1981,1981,Kengo Kimura & Tiger Mask vs. Los Misioneros de la Muerte (El Signo & Negro Navarro),Tag Team Match,,Link,M,4,"kengokimura1, tigermask1, elsigno1, negronavarro1, , , , , ,"
2,NJPW,Toukon Series 1981 - Day 19,30/10/1981,1981,Abdullah The Butcher & Bad News Allen vs. Antonio Inoki & Seiji Sakaguchi,Tag Team Match,,Link,M,4,"abdullahthebutcher1, badnewsallen1, antonioinoki1, seijisakaguchi1, , , , , ,"
3,NJPW,Toukon Series 1981 - Day 12,23/10/1981,1981,Osamu Kido & Tatsumi Fujinami vs. Animal Hamaguchi & Isamu Teranishi,Tag Team Match,,Link,M,4,"osamukido1, tatsumifujinami1, animalhamaguchi1, isamuteranishi1, , , , , ,"
2,NJPW,Toukon Series 1981 - Day 12,23/10/1981,1981,Abdullah The Butcher & Billy Crusher vs. Antonio Inoki & Riki Choshu,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"abdullahthebutcher1, billeadie1, antonioinoki1, rikichoshu1, , , , , ,"
3,NJPW,New Japan vs. IWE,08/10/1981,1981,Tatsumi Fujinami vs. Isamu Teranishi,Singles Match,,Link,S,2,"tatsumifujinami1, isamuteranishi1, , , , , , , ,"
3,NJPW,New Japan vs. IWE,08/10/1981,1981,Antonio Inoki vs. Rusher Kimura,Singles Match,,Link,S,2,"antonioinoki1, rusherkimura1, , , , , , , ,"
2,NJPW,New Japan vs. IWE,08/10/1981,1981,Animal Hamaguchi vs. Ryuma Go,Singles Match,,Link,S,2,"animalhamaguchi1, ryumago1, , , , , , , ,"
2,NJPW,New Japan vs. IWE,08/10/1981,1981,Tiger Mask vs. Masked Hurricane,Mask Vs. Mask Match,,Link,S,2,"tigermask1, bobbylee1, , , , , , , ,"
